"","simulation","iteration","T1N","T1S","T2N","T2S","pval","Simulation","numsig","numsig2"
"2465",29,17,17,3,17,8,0.142551539316944,"29",0,0
"2466",29,18,18,3,18,8,0.147825670349014,"29",0,0
"2467",29,19,19,3,19,9,0.0809925106859133,"29",0,0
"2468",29,20,20,3,20,9,0.0844979397239291,"29",0,0
"2469",29,21,21,4,21,10,0.101706930031093,"29",0,0
"2470",29,22,22,4,22,10,0.105587796719588,"29",0,0
"2471",29,23,23,5,23,10,0.208358454810485,"29",0,0
"2472",29,24,24,6,24,10,0.35832646674888,"29",0,0
"2473",29,25,25,6,25,11,0.232414264917081,"29",0,0
"2474",29,26,26,6,26,11,0.237005172713656,"29",0,0
"2475",29,27,27,6,27,11,0.241192790751331,"29",0,0
"2476",29,28,28,7,28,12,0.258917134251534,"29",0,0
"2477",29,29,29,7,29,12,0.263101889396751,"29",0,0
"2478",29,30,30,8,30,12,0.411313791776259,"29",0,0
"2479",29,31,31,8,31,12,0.415050989837084,"29",0,0
"2480",29,32,32,8,32,13,0.286924207805973,"29",0,0
"2481",29,33,33,9,33,14,0.301455308284955,"29",0,0
"2482",29,34,34,10,34,15,0.314401937077416,"29",0,0
"2483",29,35,35,10,35,15,0.31838832846409,"29",0,0
"2484",29,36,36,10,36,15,0.322093771768663,"29",0,0
"2485",29,37,37,10,37,15,0.325546960976572,"29",0,0
"2486",29,38,38,10,38,15,0.32877281531113,"29",0,0
"2487",29,39,39,10,39,15,0.331793078852158,"29",0,0
"2488",29,40,40,10,40,16,0.232663909346608,"29",0,0
"2489",29,41,41,11,41,16,0.347244386933469,"29",0,0
"2490",29,42,42,12,42,16,0.487453290364035,"29",0,0
"2491",29,43,43,13,43,17,0.497290339908194,"29",0,0
"2492",29,44,44,13,44,17,0.499888837211781,"29",0,0
"2493",29,45,45,14,45,18,0.508854277571688,"29",0,0
"2494",29,46,46,15,46,18,0.663742925380421,"29",0,0
"2495",29,47,47,15,47,19,0.519590597429081,"29",0,0
"2496",29,48,48,15,48,19,0.522036930951494,"29",0,0
"2497",29,49,49,15,49,20,0.399075196548237,"29",0,0
"2498",29,50,50,15,50,20,0.401678166469773,"29",0,0
"2499",29,51,51,16,51,20,0.534217049007753,"29",0,0
"2500",29,52,52,16,52,21,0.412620176491542,"29",0,0
"2501",29,53,53,17,53,21,0.543443364022455,"29",0,0
"2502",29,54,54,17,54,22,0.422936763859057,"29",0,0
"2503",29,55,55,18,55,22,0.552098360316899,"29",0,0
"2504",29,56,56,18,56,23,0.432688557968225,"29",0,0
"2505",29,57,57,19,57,23,0.56024181159048,"29",0,0
"2506",29,58,58,19,58,23,0.562201165706451,"29",0,0
"2507",29,59,59,19,59,23,0.564069575796863,"29",0,0
"2508",29,60,60,20,60,23,0.703388037440699,"29",0,0
"2509",29,61,61,20,61,24,0.571649673390741,"29",0,0
"2510",29,62,62,21,62,25,0.577044665841985,"29",0,0
"2511",29,63,63,21,63,25,0.578816304904188,"29",0,0
"2512",29,64,64,21,64,25,0.580511617993892,"29",0,0
"2513",29,65,65,21,65,25,0.582135469995771,"29",0,0
"2514",29,66,66,21,66,25,0.583692318388425,"29",0,0
"2515",29,67,67,21,67,25,0.585186255239018,"29",0,0
"2516",29,68,68,21,68,25,0.58662104408581,"29",0,0
"2517",29,69,69,21,69,25,0.588000152422783,"29",0,0
"2518",29,70,70,21,70,25,0.589326780388454,"29",0,0
"2519",29,71,71,21,71,25,0.590603886168253,"29",0,0
"2520",29,72,72,21,72,26,0.477148308886887,"29",0,0
"2521",29,73,73,21,73,26,0.478604390897292,"29",0,0
"2522",29,74,74,21,74,26,0.480009655448187,"29",0,0
"2523",29,75,75,21,75,26,0.481366729146435,"29",0,0
"2524",29,76,76,21,76,26,0.482678059967741,"29",0,0
"2525",29,77,77,22,77,26,0.601722581224598,"29",0,0
"2526",29,78,78,22,78,26,0.602773312365896,"29",0,0
"2527",29,79,79,22,79,26,0.60378950873217,"29",0,0
"2528",29,80,80,22,80,26,0.6047728544859,"29",0,0
"2529",29,81,81,22,81,26,0.605724925521944,"29",0,0
"2530",29,82,82,22,82,26,0.606647198065288,"29",0,0
"2531",29,83,83,22,83,26,0.607541056459402,"29",0,0
"2532",29,84,84,23,84,26,0.73424879568597,"29",0,0
"2533",29,85,85,23,85,27,0.613576221753699,"29",0,0
"2534",29,86,86,23,86,28,0.504261240212362,"29",0,0
"2535",29,87,87,23,87,28,0.50529077917944,"29",0,0
"2536",29,88,88,24,88,28,0.62014945216373,"29",0,0
"2537",29,89,89,24,89,29,0.512044502683853,"29",0,0
"2538",29,90,90,24,90,29,0.513035447547066,"29",0,0
"2539",29,91,91,25,91,29,0.62639648401305,"29",0,0
"2540",29,92,92,25,92,29,0.627185033117984,"29",0,0
"2541",29,93,93,26,93,30,0.631564572409623,"29",0,0
"2542",29,94,94,27,94,30,0.750979515595246,"29",0,0
"2543",29,95,95,28,95,31,0.753841813958148,"29",0,0
"2544",29,96,96,29,96,31,0.876269663627762,"29",0,0
"2545",29,97,97,29,97,31,0.876556232298398,"29",0,0
"2546",29,98,98,29,98,31,0.876835030823434,"29",0,0
"2547",29,99,99,30,99,31,1,"29",0,0
"2548",29,100,100,30,100,31,1,"29",0,0
"2549",30,1,1,0,1,0,1,"30",0,0
"2550",30,2,2,0,2,0,1,"30",0,0
"2551",30,3,3,1,3,1,1,"30",0,0
"2552",30,4,4,2,4,1,1,"30",0,0
"2553",30,5,5,3,5,1,0.518605016428726,"30",0,0
"2554",30,6,6,3,6,2,1,"30",0,0
"2555",30,7,7,3,7,2,1,"30",0,0
"2556",30,8,8,3,8,2,1,"30",0,0
"2557",30,9,9,3,9,3,1,"30",0,0
"2558",30,10,10,3,10,3,1,"30",0,0
"2559",30,11,11,3,11,3,1,"30",0,0
"2560",30,12,12,3,12,4,1,"30",0,0
"2561",30,13,13,4,13,4,1,"30",0,0
"2562",30,14,14,5,14,5,1,"30",0,0
"2563",30,15,15,6,15,5,1,"30",0,0
"2564",30,16,16,6,16,5,1,"30",0,0
"2565",30,17,17,6,17,5,1,"30",0,0
"2566",30,18,18,6,18,5,1,"30",0,0
"2567",30,19,19,6,19,6,1,"30",0,0
"2568",30,20,20,7,20,7,1,"30",0,0
"2569",30,21,21,7,21,7,0.999999999999999,"30",0,0
"2570",30,22,22,7,22,8,0.999999999999999,"30",0,0
"2571",30,23,23,8,23,9,1,"30",0,0
"2572",30,24,24,8,24,10,0.765594483995764,"30",0,0
"2573",30,25,25,8,25,11,0.56008413232209,"30",0,0
"2574",30,26,26,8,26,12,0.392478314687622,"30",0,0
"2575",30,27,27,9,27,12,0.57664601307919,"30",0,0
"2576",30,28,28,9,28,12,0.580912420333197,"30",0,0
"2577",30,29,29,9,29,13,0.416881070097763,"30",0,0
"2578",30,30,30,9,30,13,0.421570496943999,"30",0,0
"2579",30,31,31,9,31,13,0.425858700270012,"30",0,0
"2580",30,32,32,9,32,13,0.429795272339556,"30",0,0
"2581",30,33,33,10,33,13,0.605394372352703,"30",0,0
"2582",30,34,34,11,34,13,0.799681279185916,"30",0,0
"2583",30,35,35,11,35,14,0.617858533766404,"30",0,0
"2584",30,36,36,12,36,14,0.806179055845009,"30",0,0
"2585",30,37,37,12,37,14,0.807613915170761,"30",0,0
"2586",30,38,38,12,38,14,0.808944275014528,"30",0,0
"2587",30,39,39,13,39,14,1,"30",0,0
"2588",30,40,40,13,40,14,1,"30",0,0
"2589",30,41,41,13,41,14,0.999999999999999,"30",0,0
"2590",30,42,42,13,42,14,0.999999999999999,"30",0,0
"2591",30,43,43,13,43,15,0.817997763342407,"30",0,0
"2592",30,44,44,14,44,15,1,"30",0,0
"2593",30,45,45,14,45,15,0.999999999999999,"30",0,0
"2594",30,46,46,14,46,15,0.999999999999999,"30",0,0
"2595",30,47,47,15,47,15,1,"30",0,0
"2596",30,48,48,15,48,15,1,"30",0,0
"2597",30,49,49,15,49,15,1,"30",0,0
"2598",30,50,50,15,50,15,1,"30",0,0
"2599",30,51,51,15,51,15,1,"30",0,0
"2600",30,52,52,15,52,16,1,"30",0,0
"2601",30,53,53,16,53,16,1,"30",0,0
"2602",30,54,54,16,54,16,1,"30",0,0
"2603",30,55,55,16,55,16,1,"30",0,0
"2604",30,56,56,16,56,17,1,"30",0,0
"2605",30,57,57,16,57,17,1,"30",0,0
"2606",30,58,58,17,58,17,1,"30",0,0
"2607",30,59,59,18,59,17,1,"30",0,0
"2608",30,60,60,18,60,17,0.999999999999999,"30",0,0
"2609",30,61,61,19,61,18,1,"30",0,0
"2610",30,62,62,20,62,18,0.845556241197508,"30",0,0
"2611",30,63,63,20,63,18,0.846088271829232,"30",0,0
"2612",30,64,64,20,64,19,1,"30",0,0
"2613",30,65,65,20,65,20,1,"30",0,0
"2614",30,66,66,21,66,20,1,"30",0,0
"2615",30,67,67,22,67,20,0.852269712655522,"30",0,0
"2616",30,68,68,22,68,20,0.852757478141865,"30",0,0
"2617",30,69,69,22,69,21,1,"30",0,0
"2618",30,70,70,23,70,21,0.855539743532842,"30",0,0
"2619",30,71,71,24,71,22,0.857686148749429,"30",0,0
"2620",30,72,72,24,72,23,1,"30",0,0
"2621",30,73,73,25,73,24,1,"30",0,0
"2622",30,74,74,25,74,24,0.999999999999999,"30",0,0
"2623",30,75,75,26,75,24,0.862490230135922,"30",0,0
"2624",30,76,76,26,76,24,0.862935883842554,"30",0,0
"2625",30,77,77,26,77,24,0.863365822947889,"30",0,0
"2626",30,78,78,26,78,24,0.863780870280235,"30",0,0
"2627",30,79,79,27,79,24,0.733619044653845,"30",0,0
"2628",30,80,80,27,80,24,0.734379158064841,"30",0,0
"2629",30,81,81,28,81,24,0.613649180726193,"30",0,0
"2630",30,82,82,28,82,24,0.614667358799593,"30",0,0
"2631",30,83,83,29,83,24,0.505447710211103,"30",0,0
"2632",30,84,84,30,84,24,0.408809170940528,"30",0,0
"2633",30,85,85,31,85,24,0.325282229055608,"30",0,0
"2634",30,86,86,31,86,25,0.415873837559686,"30",0,0
"2635",30,87,87,32,87,26,0.421348232697489,"30",0,0
"2636",30,88,88,32,88,26,0.422663012659551,"30",0,0
"2637",30,89,89,32,89,26,0.423939812845044,"30",0,0
"2638",30,90,90,32,90,26,0.425180261554142,"30",0,0
"2639",30,91,91,32,91,26,0.426385895048818,"30",0,0
"2640",30,92,92,33,92,26,0.343273012351672,"30",0,0
"2641",30,93,93,33,93,27,0.432881724064937,"30",0,0
"2642",30,94,94,34,94,28,0.437953544273314,"30",0,0
"2643",30,95,95,35,95,28,0.35517176797264,"30",0,0
"2644",30,96,96,36,96,29,0.360167040409403,"30",0,0
"2645",30,97,97,36,97,29,0.361430712938002,"30",0,0
"2646",30,98,98,36,98,29,0.362661647323281,"30",0,0
"2647",30,99,99,37,99,29,0.291292847617813,"30",0,0
"2648",30,100,100,38,100,29,0.230718423888885,"30",0,0
"2649",31,1,1,0,1,1,1,"31",0,0
"2650",31,2,2,1,2,1,1,"31",0,0
"2651",31,3,3,1,3,2,1,"31",0,0
"2652",31,4,4,2,4,3,1,"31",0,0
"2653",31,5,5,2,5,4,0.518605016428726,"31",0,0
"2654",31,6,6,3,6,4,1,"31",0,0
"2655",31,7,7,4,7,4,1,"31",0,0
"2656",31,8,8,5,8,4,1,"31",0,0
"2657",31,9,9,5,9,4,1,"31",0,0
"2658",31,10,10,5,10,4,1,"31",0,0
"2659",31,11,11,6,11,5,1,"31",0,0
"2660",31,12,12,6,12,5,1,"31",0,0
"2661",31,13,13,6,13,5,1,"31",0,0
"2662",31,14,14,7,14,5,0.702549405575949,"31",0,0
"2663",31,15,15,7,15,5,0.709388115014226,"31",0,0
"2664",31,16,16,8,16,5,0.471602557234734,"31",0,0
"2665",31,17,17,8,17,5,0.480305975474933,"31",0,0
"2666",31,18,18,9,18,6,0.498962298603761,"31",0,0
"2667",31,19,19,9,19,6,0.506842786615996,"31",0,0
"2668",31,20,20,9,20,6,0.513629113393124,"31",0,0
"2669",31,21,21,9,21,6,0.519535756512453,"31",0,0
"2670",31,22,22,9,22,6,0.524724313924782,"31",0,0
"2671",31,23,23,9,23,6,0.529318913044129,"31",0,0
"2672",31,24,24,9,24,6,0.533416513472694,"31",0,0
"2673",31,25,25,10,25,6,0.363081723558431,"31",0,0
"2674",31,26,26,10,26,6,0.367382155720896,"31",0,0
"2675",31,27,27,11,27,6,0.241192790751331,"31",0,0
"2676",31,28,28,11,28,6,0.245027774793993,"31",0,0
"2677",31,29,29,11,29,7,0.394508699887607,"31",0,0
"2678",31,30,30,11,30,7,0.398024719506938,"31",0,0
"2679",31,31,31,12,31,8,0.415050989837084,"31",0,0
"2680",31,32,32,13,32,8,0.286924207805973,"31",0,0
"2681",31,33,33,13,33,8,0.290465971196919,"31",0,0
"2682",31,34,34,13,34,8,0.293755270443902,"31",0,0
"2683",31,35,35,13,35,8,0.29681813951711,"31",0,0
"2684",31,36,36,13,36,8,0.299677159205597,"31",0,0
"2685",31,37,37,14,37,9,0.315051977591814,"31",0,0
"2686",31,38,38,14,38,9,0.317906739627829,"31",0,0
"2687",31,39,39,15,39,10,0.331793078852158,"31",0,0
"2688",31,40,40,16,40,10,0.232663909346608,"31",0,0
"2689",31,41,41,17,41,10,0.158562847546142,"31",0,0
"2690",31,42,42,17,42,10,0.160988931812515,"31",0,0
"2691",31,43,43,18,43,10,0.107213106050713,"31",0,0
"2692",31,44,44,18,44,11,0.173603366936611,"31",0,0
"2693",31,45,45,18,45,11,0.175945373822427,"31",0,0
"2694",31,46,46,19,46,11,0.119515713801385,"31",0,0
"2695",31,47,47,19,47,12,0.188064041801362,"31",0,0
"2696",31,48,48,19,48,12,0.190320292877394,"31",0,0
"2697",31,49,49,19,49,13,0.281457684844622,"31",0,0
"2698",31,50,50,19,50,13,0.283780152875592,"31",0,0
"2699",31,51,51,20,51,13,0.204119942998685,"31",0,0
"2700",31,52,52,20,52,13,0.206193776866629,"31",0,0
"2701",31,53,53,20,53,13,0.208176883385188,"31",0,0
"2702",31,54,54,20,54,14,0.30023908134917,"31",0,0
"2703",31,55,55,20,55,15,0.412885634633891,"31",0,0
"2704",31,56,56,20,56,15,0.414823067184775,"31",0,0
"2705",31,57,57,21,57,16,0.423629463401913,"31",0,0
"2706",31,58,58,21,58,16,0.425540282531536,"31",0,0
"2707",31,59,59,21,59,16,0.427368777252335,"31",0,0
"2708",31,60,60,21,60,17,0.556045150718657,"31",0,0
"2709",31,61,61,21,61,17,0.557538008064493,"31",0,0
"2710",31,62,62,21,62,17,0.558968544929319,"31",0,0
"2711",31,63,63,21,63,18,0.69993343846671,"31",0,0
"2712",31,64,64,21,64,18,0.700928343391501,"31",0,0
"2713",31,65,65,21,65,18,0.701883261745383,"31",0,0
"2714",31,66,66,21,66,18,0.702800570341054,"31",0,0
"2715",31,67,67,22,67,19,0.707713297305312,"31",0,0
"2716",31,68,68,22,68,19,0.708613041768197,"31",0,0
"2717",31,69,69,23,69,20,0.713172773674818,"31",0,0
"2718",31,70,70,23,70,21,0.855539743532842,"31",0,0
"2719",31,71,71,23,71,22,1,"31",0,0
"2720",31,72,72,23,72,22,0.999999999999999,"31",0,0
"2721",31,73,73,24,73,23,1,"31",0,0
"2722",31,74,74,24,74,23,1,"31",0,0
"2723",31,75,75,24,75,23,1,"31",0,0
"2724",31,76,76,24,76,23,1,"31",0,0
"2725",31,77,77,25,77,23,0.86188512105741,"31",0,0
"2726",31,78,78,25,78,23,0.862280304006371,"31",0,0
"2727",31,79,79,26,79,23,0.730852953187985,"31",0,0
"2728",31,80,80,26,80,23,0.731576869079179,"31",0,0
"2729",31,81,81,26,81,23,0.732277316807567,"31",0,0
"2730",31,82,82,26,82,23,0.732955426152017,"31",0,0
"2731",31,83,83,26,83,23,0.733612255141113,"31",0,0
"2732",31,84,84,26,84,23,0.73424879568597,"31",0,0
"2733",31,85,85,26,85,24,0.866327542551968,"31",0,0
"2734",31,86,86,26,86,24,0.866647164747461,"31",0,0
"2735",31,87,87,27,87,25,0.868461932410027,"31",0,0
"2736",31,88,88,27,88,25,0.868776452474851,"31",0,0
"2737",31,89,89,28,89,25,0.743041138028934,"31",0,0
"2738",31,90,90,28,90,25,0.743623062765875,"31",0,0
"2739",31,91,91,29,91,26,0.746819150954352,"31",0,0
"2740",31,92,92,29,92,27,0.872709755399375,"31",0,0
"2741",31,93,93,29,93,28,1,"31",0,0
"2742",31,94,94,29,94,28,0.999999999999999,"31",0,0
"2743",31,95,95,29,95,29,1,"31",0,0
"2744",31,96,96,29,96,30,1,"31",0,0
"2745",31,97,97,30,97,30,1,"31",0,0
"2746",31,98,98,30,98,31,1,"31",0,0
"2747",31,99,99,30,99,32,0.878210363410552,"31",0,0
"2748",31,100,100,31,100,32,1,"31",0,0
"2749",32,1,1,0,1,0,1,"32",0,0
"2750",32,2,2,1,2,0,1,"32",0,0
"2751",32,3,3,1,3,1,1,"32",0,0
"2752",32,4,4,1,4,1,1,"32",0,0
"2753",32,5,5,2,5,2,1,"32",0,0
"2754",32,6,6,3,6,3,1,"32",0,0
"2755",32,7,7,3,7,4,1,"32",0,0
"2756",32,8,8,3,8,5,0.617075077451974,"32",0,0
"2757",32,9,9,3,9,6,0.34577858615116,"32",0,0
"2758",32,10,10,3,10,6,0.368688269361782,"32",0,0
"2759",32,11,11,4,11,6,0.668524138886525,"32",0,0
"2760",32,12,12,4,12,6,0.678845299424318,"32",0,0
"2761",32,13,13,5,13,6,1,"32",0,0
"2762",32,14,14,5,14,6,1,"32",0,0
"2763",32,15,15,5,15,6,1,"32",0,0
"2764",32,16,16,6,16,6,1,"32",0,0
"2765",32,17,17,6,17,6,0.999999999999999,"32",0,0
"2766",32,18,18,6,18,6,0.999999999999999,"32",0,0
"2767",32,19,19,7,19,6,1,"32",0,0
"2768",32,20,20,7,20,6,1,"32",0,0
"2769",32,21,21,7,21,6,1,"32",0,0
"2770",32,22,22,8,22,6,0.746188311648922,"32",0,0
"2771",32,23,23,8,23,7,1,"32",0,0
"2772",32,24,24,8,24,7,1,"32",0,0
"2773",32,25,25,8,25,8,1,"32",0,0
"2774",32,26,26,9,26,8,1,"32",0,0
"2775",32,27,27,9,27,9,0.999999999999999,"32",0,0
"2776",32,28,28,10,28,9,1,"32",0,0
"2777",32,29,29,10,29,9,1,"32",0,0
"2778",32,30,30,10,30,10,0.999999999999999,"32",0,0
"2779",32,31,31,10,31,10,0.999999999999999,"32",0,0
"2780",32,32,32,11,32,10,1,"32",0,0
"2781",32,33,33,11,33,10,0.999999999999999,"32",0,0
"2782",32,34,34,11,34,11,1,"32",0,0
"2783",32,35,35,11,35,12,0.999999999999999,"32",0,0
"2784",32,36,36,11,36,13,0.802587348634152,"32",0,0
"2785",32,37,37,11,37,13,0.803880837311717,"32",0,0
"2786",32,38,38,11,38,14,0.62534136267614,"32",0,0
"2787",32,39,39,11,39,14,0.627495995953216,"32",0,0
"2788",32,40,40,12,40,15,0.636295511476722,"32",0,0
"2789",32,41,41,12,41,15,0.63837369965869,"32",0,0
"2790",32,42,42,12,42,15,0.640320240563496,"32",0,0
"2791",32,43,43,13,43,15,0.817997763342407,"32",0,0
"2792",32,44,44,14,44,15,1,"32",0,0
"2793",32,45,45,14,45,15,0.999999999999999,"32",0,0
"2794",32,46,46,15,46,15,1,"32",0,0
"2795",32,47,47,16,47,15,0.999999999999999,"32",0,0
"2796",32,48,48,16,48,16,1,"32",0,0
"2797",32,49,49,17,49,16,1,"32",0,0
"2798",32,50,50,17,50,16,1,"32",0,0
"2799",32,51,51,17,51,16,1,"32",0,0
"2800",32,52,52,17,52,16,1,"32",0,0
"2801",32,53,53,18,53,16,0.835160185684119,"32",0,0
"2802",32,54,54,18,54,16,0.83586603352803,"32",0,0
"2803",32,55,55,18,55,16,0.836537706726263,"32",0,0
"2804",32,56,56,18,56,16,0.837177644298008,"32",0,0
"2805",32,57,57,19,57,16,0.68466784511105,"32",0,0
"2806",32,58,58,19,58,16,0.685801296000255,"32",0,0
"2807",32,59,59,19,59,16,0.686884811573156,"32",0,0
"2808",32,60,60,19,60,16,0.687921638521238,"32",0,0
"2809",32,61,61,19,61,16,0.688914746722308,"32",0,0
"2810",32,62,62,19,62,16,0.68986685824706,"32",0,0
"2811",32,63,63,19,63,16,0.690780472780112,"32",0,0
"2812",32,64,64,19,64,16,0.691657889963773,"32",0,0
"2813",32,65,65,19,65,16,0.692501229091834,"32",0,0
"2814",32,66,66,20,66,16,0.557672607434147,"32",0,0
"2815",32,67,67,21,67,16,0.439579085174108,"32",0,0
"2816",32,68,68,21,68,17,0.566438072483813,"32",0,0
"2817",32,69,69,22,69,17,0.449515764269066,"32",0,0
"2818",32,70,70,22,70,18,0.574628070589583,"32",0,0
"2819",32,71,71,22,71,19,0.711115876280256,"32",0,0
"2820",32,72,72,22,72,19,0.711890567166868,"32",0,0
"2821",32,73,73,22,73,19,0.712638091281631,"32",0,0
"2822",32,74,74,23,74,19,0.584389800808641,"32",0,0
"2823",32,75,75,24,75,19,0.470149013087147,"32",0,0
"2824",32,76,76,24,76,20,0.591583070359365,"32",0,0
"2825",32,77,77,24,77,21,0.723053114297763,"32",0,0
"2826",32,78,78,25,78,21,0.598364048857486,"32",0,0
"2827",32,79,79,25,79,22,0.727798731919532,"32",0,0
"2828",32,80,80,25,80,23,0.863031577305542,"32",0,0
"2829",32,81,81,25,81,24,1,"32",0,0
"2830",32,82,82,25,82,24,1,"32",0,0
"2831",32,83,83,26,83,25,0.999999999999999,"32",0,0
"2832",32,84,84,27,84,26,1,"32",0,0
"2833",32,85,85,27,85,26,1,"32",0,0
"2834",32,86,86,27,86,26,1,"32",0,0
"2835",32,87,87,28,87,27,1,"32",0,0
"2836",32,88,88,28,88,28,0.999999999999999,"32",0,0
"2837",32,89,89,29,89,28,1,"32",0,0
"2838",32,90,90,29,90,29,0.999999999999999,"32",0,0
"2839",32,91,91,29,91,30,0.999999999999999,"32",0,0
"2840",32,92,92,29,92,30,1,"32",0,0
"2841",32,93,93,29,93,30,0.999999999999999,"32",0,0
"2842",32,94,94,30,94,31,0.999999999999999,"32",0,0
"2843",32,95,95,31,95,32,0.999999999999999,"32",0,0
"2844",32,96,96,31,96,32,1,"32",0,0
"2845",32,97,97,31,97,32,1,"32",0,0
"2846",32,98,98,32,98,32,0.999999999999998,"32",0,0
"2847",32,99,99,33,99,32,0.999999999999999,"32",0,0
"2848",32,100,100,34,100,32,0.88046466916886,"32",0,0
"2849",33,1,1,0,1,0,1,"33",0,0
"2850",33,2,2,0,2,0,1,"33",0,0
"2851",33,3,3,1,3,0,1,"33",0,0
"2852",33,4,4,2,4,0,0.414216178242525,"33",0,0
"2853",33,5,5,2,5,0,0.429195300440349,"33",0,0
"2854",33,6,6,2,6,0,0.438578026081,"33",0,0
"2855",33,7,7,2,7,0,0.445008718746736,"33",0,0
"2856",33,8,8,2,8,0,0.449691797968891,"33",0,0
"2857",33,9,9,2,9,1,1,"33",0,0
"2858",33,10,10,2,10,1,1,"33",0,0
"2859",33,11,11,2,11,2,1,"33",0,0
"2860",33,12,12,2,12,2,1,"33",0,0
"2861",33,13,13,3,13,2,1,"33",0,0
"2862",33,14,14,3,14,2,1,"33",0,0
"2863",33,15,15,3,15,2,1,"33",0,0
"2864",33,16,16,3,16,2,1,"33",0,0
"2865",33,17,17,3,17,2,1,"33",0,0
"2866",33,18,18,3,18,3,1,"33",0,0
"2867",33,19,19,4,19,4,1,"33",0,0
"2868",33,20,20,5,20,4,1,"33",0,0
"2869",33,21,21,5,21,4,1,"33",0,0
"2870",33,22,22,6,22,5,1,"33",0,0
"2871",33,23,23,7,23,5,0.737040266002149,"33",0,0
"2872",33,24,24,7,24,5,0.738882680363527,"33",0,0
"2873",33,25,25,8,25,6,0.752784132649847,"33",0,0
"2874",33,26,26,8,26,6,0.754553466279657,"33",0,0
"2875",33,27,27,9,27,6,0.543423863625669,"33",0,0
"2876",33,28,28,9,28,6,0.546167634626748,"33",0,0
"2877",33,29,29,9,29,6,0.548678495049357,"33",0,0
"2878",33,30,30,10,30,6,0.381132619337602,"33",0,0
"2879",33,31,31,10,31,7,0.569104589026708,"33",0,0
"2880",33,32,32,11,32,7,0.404248494739471,"33",0,0
"2881",33,33,33,11,33,8,0.58663336972461,"33",0,0
"2882",33,34,34,11,34,8,0.588840322563523,"33",0,0
"2883",33,35,35,11,35,9,0.791336780100661,"33",0,0
"2884",33,36,36,11,36,9,0.792460088608035,"33",0,0
"2885",33,37,37,11,37,9,0.793506154053461,"33",0,0
"2886",33,38,38,11,38,10,0.999999999999999,"33",0,0
"2887",33,39,39,11,39,10,0.999999999999999,"33",0,0
"2888",33,40,40,11,40,11,1,"33",0,0
"2889",33,41,41,11,41,11,1,"33",0,0
"2890",33,42,42,11,42,11,1,"33",0,0
"2891",33,43,43,11,43,12,0.999999999999999,"33",0,0
"2892",33,44,44,11,44,13,0.810828942952304,"33",0,0
"2893",33,45,45,12,45,13,1,"33",0,0
"2894",33,46,46,12,46,14,0.816891486192612,"33",0,0
"2895",33,47,47,13,47,14,0.999999999999999,"33",0,0
"2896",33,48,48,14,48,14,1,"33",0,0
"2897",33,49,49,15,49,14,1,"33",0,0
"2898",33,50,50,15,50,14,0.999999999999999,"33",0,0
"2899",33,51,51,16,51,15,0.999999999999999,"33",0,0
"2900",33,52,52,17,52,16,1,"33",0,0
"2901",33,53,53,18,53,16,0.835160185684119,"33",0,0
"2902",33,54,54,18,54,16,0.83586603352803,"33",0,0
"2903",33,55,55,18,55,16,0.836537706726263,"33",0,0
"2904",33,56,56,18,56,16,0.837177644298008,"33",0,0
"2905",33,57,57,19,57,17,0.840315311159445,"33",0,0
"2906",33,58,58,20,58,17,0.69031828412635,"33",0,0
"2907",33,59,59,21,59,17,0.554485784761967,"33",0,0
"2908",33,60,60,21,60,17,0.556045150718657,"33",0,0
"2909",33,61,61,21,61,17,0.557538008064493,"33",0,0
"2910",33,62,62,21,62,17,0.558968544929319,"33",0,0
"2911",33,63,63,22,63,17,0.440813252552262,"33",0,0
"2912",33,64,64,22,64,18,0.567269435267108,"33",0,0
"2913",33,65,65,22,65,18,0.568618208663594,"33",0,0
"2914",33,66,66,23,66,18,0.451825601406121,"33",0,0
"2915",33,67,67,24,67,19,0.459169976437528,"33",0,0
"2916",33,68,68,24,68,20,0.582399482932115,"33",0,0
"2917",33,69,69,24,69,20,0.583700589104084,"33",0,0
"2918",33,70,70,24,70,21,0.717403486877029,"33",0,0
"2919",33,71,71,25,71,21,0.590603886168253,"33",0,0
"2920",33,72,72,25,72,21,0.591834208542994,"33",0,0
"2921",33,73,73,25,73,21,0.593020286951893,"33",0,0
"2922",33,74,74,25,74,22,0.723980850278297,"33",0,0
"2923",33,75,75,25,75,23,0.86105212381504,"33",0,0
"2924",33,76,76,25,76,23,0.861475980467126,"33",0,0
"2925",33,77,77,26,77,24,0.863365822947889,"33",0,0
"2926",33,78,78,26,78,24,0.863780870280235,"33",0,0
"2927",33,79,79,26,79,25,0.999999999999999,"33",0,0
"2928",33,80,80,26,80,25,1,"33",0,0
"2929",33,81,81,26,81,26,1,"33",0,0
"2930",33,82,82,26,82,26,0.999999999999999,"33",0,0
"2931",33,83,83,26,83,26,1,"33",0,0
"2932",33,84,84,26,84,26,1,"33",0,0
"2933",33,85,85,27,85,26,1,"33",0,0
"2934",33,86,86,27,86,27,1,"33",0,0
"2935",33,87,87,28,87,28,0.999999999999999,"33",0,0
"2936",33,88,88,28,88,28,0.999999999999999,"33",0,0
"2937",33,89,89,29,89,28,1,"33",0,0
"2938",33,90,90,30,90,28,0.873280266518216,"33",0,0
"2939",33,91,91,30,91,29,0.999999999999999,"33",0,0
"2940",33,92,92,31,92,29,0.875038752655552,"33",0,0
